snapshot_date,product_id,store_id,supplier_id,qty_on_hand,qty_on_order,reorder_level,unit_cost
2025-04-20,20103,133,46,394,22,43,163.23
2026-02-08,20278,126,29,148,56,30,211.27
2025-10-21,20161,123,43,233,27,60,199.93
2025-05-08,20298,120,18,318,86,89,174.73
2024-09-13,20368,106,13,231,75,21,205.14
2025-09-05,20393,110,48,340,99,78,39.09
2025-06-16,20472,126,38,58,71,54,68.22
2024-12-12,20449,142,26,187,98,75,197.2
2025-02-26,20585,136,42,247,96,65,224.23
2025-01-11,20044,122,29,320,13,24,94.43
2025-12-31,20345,103,3,338,16,92,169.36
2025-04-25,20325,116,49,451,14,35,206.33
2025-09-05,20041,142,32,298,26,90,208.11
2025-06-26,20055,123,12,344,100,90,132.2
2025-06-02,20446,120,26,131,45,52,98.63
2025-09-12,20073,121,1,175,74,86,65.23
2024-08-28,20193,135,13,187,58,91,65.34
2025-06-06,20527,129,16,416,95,43,132.96
2025-03-08,20253,119,13,299,69,25,206.21
2025-06-21,20425,137,27,3,94,60,50.41
2026-01-31,20261,139,42,175,53,38,19.27
2024-08-22,20186,117,16,105,18,20,129.58
2025-03-23,20439,115,43,478,1,92,242.77
2024-08-26,20152,133,42,228,60,85,117.11
2025-04-15,20570,110,2,197,48,95,36.92
2024-06-26,20119,101,12,120,20,78,103.43
2025-08-15,20368,102,2,451,33,94,131.95
2025-07-07,20456,130,10,234,61,48,232.98
2024-05-24,20450,118,23,313,83,48,16.23
2025-04-21,20569,102,42,474,85,37,197.49
2024-12-22,20062,115,5,394,86,64,87.47
2024-09-04,20133,147,19,22,27,80,63.33
2024-08-11,20159,103,15,437,81,87,217.57
2025-05-13,20301,124,31,0,2,91,31.77
2024-03-12,20282,130,37,484,1,96,106.62
2025-02-20,20354,103,39,346,95,68,248.25
2026-02-07,20417,113,6,365,90,52,88.91
2026-01-13,20296,136,6,106,83,68,160.07
2024-10-24,20243,146,10,240,12,77,39.54
2025-03-20,20108,110,2,335,8,77,142.88
2025-02-17,20504,115,26,75,93,73,162.44
2024-10-17,20136,104,31,110,4,49,16.89
2025-09-11,20016,149,24,485,2,93,43.0
2025-07-24,20191,127,40,246,43,76,196.35
2024-10-03,20028,105,33,305,77,76,243.17
2025-03-16,20211,141,50,312,47,84,208.4
2025-03-07,20584,105,11,277,20,92,29.44
2025-04-24,20530,145,12,432,21,88,216.11
2024-07-01,20086,127,16,404,13,24,135.81
2025-12-07,20490,122,13,82,53,94,48.26
2025-01-14,20352,121,23,431,54,31,230.42
2025-10-23,20206,107,48,299,83,87,84.74
2024-07-03,20494,146,39,370,77,42,140.22
2024-07-19,20355,106,6,461,6,94,149.21
2025-06-22,20401,128,44,369,27,20,33.14
2024-07-01,20513,128,33,94,81,34,50.6
2024-03-30,20343,119,44,493,22,50,164.63
2024-12-07,20530,137,31,473,52,74,16.42
2024-06-30,20389,146,36,255,50,69,200.45
2024-12-24,20263,145,11,79,76,95,193.51
2024-06-04,20318,122,32,109,40,41,61.89
2025-04-22,20330,134,49,342,59,53,96.69
2024-10-16,20385,139,32,320,77,77,44.63
2024-07-29,20468,127,42,219,79,68,173.2
2024-08-26,20045,120,44,208,47,46,239.97
2025-11-13,20100,149,26,465,14,36,157.84
2025-04-06,20135,108,30,93,5,39,47.13
2025-06-20,20205,121,13,34,57,30,65.7
2025-06-17,20336,114,19,219,10,66,47.2
2024-06-13,20096,141,15,342,45,24,7.35
2024-11-30,20209,113,45,437,15,42,37.74
2024-07-10,20542,135,16,112,72,59,194.84
2026-02-26,20320,122,12,33,77,100,52.75
2024-12-13,20537,118,46,46,6,55,140.12
2025-05-15,20455,133,12,46,72,30,11.81
2024-05-24,20356,123,1,190,68,45,83.33
2024-03-24,20418,137,4,283,19,25,48.37
2026-01-19,20059,142,15,206,85,46,227.17
2025-04-14,20150,147,19,472,50,84,97.1
2026-03-10,20567,144,8,280,8,70,45.06
2024-07-20,20400,104,31,17,80,53,58.64
2025-04-29,20377,141,36,43,93,89,108.59
2025-11-06,20110,146,44,22,81,55,27.31
2025-08-29,20071,120,43,236,64,63,119.47
2024-06-21,20291,113,2,155,21,60,182.76
2024-10-22,20192,141,23,287,96,83,46.36
2025-10-26,20449,107,46,179,4,82,66.57
2025-02-26,20176,147,2,30,41,26,207.15
2024-08-04,20031,140,1,340,48,46,164.34
2025-05-19,20451,144,2,300,30,69,128.77
2025-06-21,20389,111,20,239,83,41,203.94
2025-07-05,20493,112,37,442,50,79,80.07
2025-09-19,20019,146,4,424,85,70,238.35
2025-10-13,20023,118,14,448,9,21,134.03
2025-02-11,20456,122,45,111,83,52,161.16
2025-07-10,20107,143,46,321,28,46,23.64
2025-04-03,20304,126,1,111,43,39,120.68
2026-01-08,20366,130,39,442,32,100,239.01
2024-10-23,20272,107,38,174,47,98,42.76
2024-07-03,20306,129,25,319,75,63,117.53
2025-04-14,20139,135,47,112,19,58,85.25
2025-04-22,20010,103,12,490,14,22,14.03
2024-06-18,20544,135,14,80,65,42,111.42
2024-10-25,20582,148,6,328,97,84,102.67
2026-01-17,20599,101,23,80,73,95,49.96
2026-02-05,20277,110,37,57,53,47,231.56
2025-07-03,20476,106,19,331,2,44,172.3
2025-06-19,20360,139,39,392,63,98,171.38
2025-07-14,20344,127,35,378,58,81,41.03
2026-03-05,20466,121,23,182,46,78,67.99
2024-08-24,20191,103,36,310,96,87,227.14
2024-06-25,20195,111,39,202,96,60,205.87
2024-05-26,20254,142,19,475,65,66,63.38
2025-09-07,20532,128,29,226,88,67,55.75
2025-12-27,20393,141,4,433,87,38,13.78
2024-08-09,20015,128,18,69,92,67,67.92
2024-10-08,20313,100,46,66,85,49,72.24
2025-04-06,20209,111,44,110,53,65,158.09
2024-03-26,20263,104,1,477,76,33,223.12
2025-10-20,20432,129,6,357,25,44,204.35
2025-09-09,20434,121,14,265,83,65,130.66
2024-09-11,20261,119,18,106,59,65,212.62
2025-03-01,20592,127,48,17,62,21,185.9
2024-08-17,20020,145,29,400,63,88,14.44
2025-05-12,20130,115,40,137,39,59,197.59
2025-04-03,20428,123,39,9,47,63,11.34
2024-09-17,20242,107,11,173,56,100,45.44
2025-09-16,20302,133,30,229,54,25,79.2
2025-02-06,20589,125,12,66,61,77,73.62
2024-06-14,20253,143,2,38,13,54,93.61
2025-09-08,20558,104,4,259,17,73,74.27
2024-05-25,20292,132,11,436,89,33,45.42
2024-10-12,20548,119,30,234,71,61,180.94
2024-10-01,20526,101,13,144,90,91,137.8
2025-04-20,20474,142,41,304,54,32,32.61
2025-03-10,20295,113,50,409,5,51,72.34
2026-02-15,20110,127,7,214,2,93,25.68
2025-08-15,20189,114,50,403,86,31,5.63
2025-09-07,20381,141,49,263,51,28,124.08
2025-11-25,20092,128,17,415,87,33,238.96
2024-06-27,20563,109,33,407,48,67,120.08
2024-06-28,20363,137,34,153,19,81,20.58
2025-09-13,20384,144,6,435,66,73,73.81
2025-04-01,20149,108,28,331,88,40,196.54
2024-06-17,20222,129,2,340,38,26,31.71
2025-05-26,20439,146,38,360,38,53,93.83
2024-09-23,20182,147,38,496,15,25,60.95
2024-06-28,20583,122,15,392,45,77,66.02
2025-12-17,20497,119,33,479,0,99,93.56
2025-08-29,20132,137,14,228,42,57,89.68
2025-06-21,20133,145,3,323,46,55,161.82
2025-01-12,20172,109,8,30,40,82,228.61
2024-11-29,20221,119,1,220,30,68,63.62
2024-09-02,20406,104,24,209,12,100,77.78
2025-05-23,20177,131,1,385,61,29,15.12
2024-10-07,20110,128,21,307,79,41,161.69
2025-11-25,20361,117,21,40,43,62,142.99
2025-05-05,20521,124,23,488,55,71,123.7
2026-02-10,20274,140,26,97,50,53,71.67
2025-11-23,20230,110,47,209,61,75,132.2
2024-11-02,20344,131,48,366,76,26,223.48
2024-04-29,20269,120,29,242,79,52,44.47
2024-06-17,20022,104,33,56,22,34,134.04
2025-01-11,20083,139,18,57,77,51,242.78
2024-04-15,20515,124,2,146,48,51,185.63
2025-05-06,20231,141,26,291,30,99,22.1
2024-04-12,20398,107,8,292,9,23,110.3
2025-12-10,20003,141,39,457,38,29,212.63
2024-06-18,20355,133,10,12,3,73,188.87
2024-10-12,20115,148,21,481,51,98,193.78
2025-07-04,20074,125,49,448,30,51,146.79
2024-05-05,20538,106,13,74,54,72,235.61
2025-09-30,20242,119,42,460,69,26,211.18
2025-05-30,20398,136,20,142,93,95,11.44
2025-03-18,20295,103,23,384,77,98,236.0
2025-10-18,20311,128,34,396,0,33,26.6
2025-02-24,20031,112,37,173,29,24,131.6
2025-12-01,20124,101,27,329,64,26,70.54
2025-12-15,20183,147,9,383,65,73,69.44
2024-12-20,20424,100,45,273,18,26,39.05
2025-04-24,20095,149,22,162,86,88,171.43
2025-03-18,20259,125,15,445,17,63,32.89
2025-09-23,20275,126,36,101,8,89,163.46
2025-07-30,20481,142,4,201,14,83,109.28
2024-06-10,20368,132,4,395,84,37,57.3
2024-10-13,20462,144,19,211,95,97,223.37
2025-09-14,20304,136,38,448,37,38,207.03
2024-05-25,20360,118,38,14,23,47,24.72
2025-06-12,20164,102,10,5,67,61,20.31
2025-08-20,20259,105,26,326,4,33,33.96
2025-05-02,20578,138,41,213,66,53,8.58
2025-04-10,20310,145,7,430,62,45,70.74
2025-08-10,20445,116,5,202,95,57,116.19
2025-07-17,20591,146,10,391,67,55,158.9
2025-11-22,20145,132,2,304,89,75,106.27
2025-07-21,20341,143,16,421,39,73,14.12
2024-06-09,20220,125,46,67,88,68,114.68
2026-03-08,20482,126,21,124,27,93,27.17
2025-04-08,20438,128,2,17,30,64,143.52
2025-07-05,20421,114,49,371,54,92,157.55
2024-06-30,20201,101,31,497,49,67,186.96
2025-11-06,20265,103,31,478,67,52,138.68
2024-10-20,20535,126,39,412,18,69,174.72
2024-11-13,20125,100,40,49,100,100,69.63
2024-05-25,20036,115,31,489,27,92,170.02
2025-06-03,20467,148,20,474,92,37,80.74
2025-06-27,20152,107,6,412,21,97,99.31
2025-09-02,20069,116,17,430,57,35,120.97
2024-10-20,20072,108,2,176,55,57,171.81
2024-10-15,20062,139,42,41,24,28,244.41
2024-10-29,20381,106,47,462,75,84,196.86
2025-04-16,20316,108,46,166,44,34,247.3
2024-09-28,20292,118,48,184,82,100,111.37
2025-05-07,20513,110,24,472,48,50,104.26
2025-10-21,20346,111,32,134,6,39,11.1
2025-06-21,20298,120,33,118,23,58,216.58
2025-02-01,20034,115,41,226,39,30,152.55
2026-02-03,20386,119,14,243,25,52,168.1
2025-03-19,20485,117,42,266,61,34,140.35
2024-10-25,20184,127,26,452,93,93,144.69
2026-01-03,20127,137,25,103,61,46,238.26
2024-04-27,20188,131,1,242,78,87,97.2
2024-07-05,20396,137,23,230,70,32,209.81
2025-08-18,20208,134,38,209,13,62,25.06
2024-06-04,20305,135,12,397,6,57,45.47
2024-06-08,20263,133,39,58,89,99,248.25
2025-11-07,20341,102,21,50,83,96,10.59
2025-08-23,20432,142,38,464,15,94,108.17
2025-05-12,20347,130,26,315,49,48,216.46
2025-04-29,20344,106,11,325,29,85,48.98
2025-08-05,20387,104,10,184,16,74,100.88
2025-02-04,20180,114,30,478,100,27,203.0
2026-01-29,20482,106,1,387,2,89,11.35
2025-07-17,20214,141,47,412,92,32,100.0
2025-08-03,20127,117,36,236,6,91,178.68
2025-08-19,20047,125,41,186,81,67,135.25
2025-05-10,20526,118,8,409,58,25,199.81
2024-03-16,20220,142,6,318,49,29,211.48
2026-03-08,20272,110,35,186,23,84,36.64
2026-01-11,20040,108,35,81,95,21,134.66
2025-10-26,20095,142,22,81,7,68,32.05
2025-06-27,20585,148,49,4,78,34,38.15
2024-05-11,20455,107,29,29,75,48,239.53
2025-10-23,20288,120,4,472,47,23,144.53
2024-04-17,20058,118,46,301,64,75,182.76
2025-01-06,20524,134,2,346,47,58,30.57
2025-04-02,20356,118,2,193,19,36,28.67
2025-03-26,20421,128,18,257,13,91,176.37
2024-12-20,20566,140,22,422,94,58,227.96
2024-11-01,20389,129,44,448,24,63,179.63
2024-11-22,20399,110,50,465,66,58,7.02
2026-02-26,20503,105,16,448,56,59,49.88
2024-03-13,20182,124,40,267,0,73,77.63
2024-05-04,20091,146,28,343,11,35,48.03
2024-04-01,20531,139,36,226,96,91,119.39
2025-12-19,20087,107,28,451,55,27,146.53
2024-04-05,20039,124,33,377,83,22,133.8
2024-09-13,20517,125,20,190,63,89,231.1
2025-08-30,20447,129,14,328,6,100,135.82
2025-06-03,20231,111,43,493,26,27,132.1
2024-12-23,20535,137,39,101,40,33,20.12
2024-04-21,20297,135,37,170,14,86,15.08
2024-09-17,20454,113,4,69,8,92,229.93
2024-07-16,20019,100,33,215,10,46,5.38
2025-09-04,20565,131,15,236,80,87,68.26
2025-04-26,20513,148,47,30,61,92,154.23
2025-12-07,20155,103,19,276,20,25,140.4
2024-04-25,20185,114,27,377,87,77,57.6
2025-01-19,20520,119,31,119,12,91,96.39
2025-11-22,20502,117,49,199,11,79,204.08
2026-03-02,20496,114,19,119,35,91,130.32
2025-07-12,20074,149,47,425,1,82,18.88
2026-01-06,20351,100,48,71,27,37,210.36
2025-01-24,20531,142,16,331,58,85,92.22
2025-04-05,20144,146,2,240,61,42,37.34
2026-02-01,20409,125,17,435,16,28,203.17
2026-01-06,20595,149,16,230,83,83,180.3
2025-05-11,20310,123,50,128,97,72,143.88
2025-11-13,20363,116,3,120,93,37,231.29
2026-02-21,20413,133,23,336,96,22,142.92
2025-12-19,20374,104,47,304,88,86,81.46
2025-05-17,20371,114,6,259,77,91,35.62
2025-07-24,20376,127,24,260,96,50,162.21
2025-04-20,20130,107,35,183,47,42,76.43
2024-06-13,20184,132,15,9,33,42,101.68
2025-06-13,20288,129,13,370,50,96,48.81
2024-11-13,20531,116,39,101,26,89,175.66
2025-08-07,20452,118,9,240,81,32,195.14
2025-12-15,20013,108,22,231,47,69,249.36
2024-08-29,20528,142,45,181,15,57,74.69
2024-09-21,20109,104,47,85,71,50,22.46
2025-05-03,20333,124,21,294,52,81,17.23
2025-12-02,20331,126,31,304,79,64,159.8
2024-08-22,20332,137,1,294,76,45,121.12
2025-08-01,20511,104,15,134,51,52,38.19
2024-08-14,20018,133,39,3,40,82,131.58
2024-08-20,20036,137,38,333,54,40,28.94
2024-06-18,20462,124,38,28,71,51,127.93
2024-12-14,20391,134,24,414,65,24,66.81
2024-07-29,20257,135,38,107,31,28,143.82
2025-10-02,20076,149,40,12,94,92,126.47
2025-11-20,20114,148,33,84,85,60,37.35
2025-08-27,20475,110,4,140,40,42,69.81
2024-11-08,20187,131,3,103,64,74,37.57
2026-01-11,20511,123,50,218,57,67,161.48
2025-11-01,20034,105,9,352,11,87,177.16
2025-06-04,20349,115,33,483,78,27,114.37
2024-05-17,20554,125,34,260,50,66,136.4
2025-03-09,20185,120,43,225,71,82,26.08
2025-12-23,20294,144,21,82,19,44,85.41
2024-05-16,20598,131,13,341,9,78,14.11
2025-01-13,20577,128,50,355,30,64,77.15
2025-02-19,20323,142,38,362,43,29,100.25
2024-10-01,20380,113,32,148,58,26,178.47
2025-06-01,20341,117,45,400,56,61,243.95
2024-11-24,20192,134,36,186,72,71,225.62
2024-06-27,20016,149,23,232,47,82,83.1
2025-05-05,20491,145,27,379,93,33,181.1
2024-06-26,20369,126,5,266,65,28,124.6
2025-01-05,20240,145,40,298,54,79,232.44
2024-09-29,20463,115,26,351,15,69,137.9
2024-06-15,20091,142,42,46,50,52,182.07
2026-01-06,20545,144,44,322,60,79,129.83
2025-01-23,20394,128,24,226,70,59,229.6
2024-11-22,20128,133,21,190,56,28,78.42
2025-07-14,20255,145,20,72,99,56,109.45
2025-06-17,20127,105,23,287,82,72,113.97
2025-11-04,20399,140,20,215,8,90,222.05
2024-08-07,20591,148,48,69,94,49,83.92
2025-07-23,20330,138,31,412,80,65,41.43
2025-12-31,20439,124,30,303,43,98,45.98
2025-07-06,20389,104,22,205,63,98,43.9
2025-09-11,20056,143,4,188,7,67,179.38
2025-05-29,20400,107,10,234,24,56,175.38
2025-03-20,20587,145,44,466,77,87,15.93
2025-03-09,20386,148,5,61,6,24,15.44
2024-09-07,20446,142,19,342,36,72,147.99
2024-03-31,20005,140,6,388,32,73,178.56
2025-10-12,20080,111,1,429,98,62,116.16
2026-03-06,20081,108,20,461,1,23,91.0
2024-12-05,20428,128,34,185,63,50,13.16
2024-12-16,20118,126,36,115,19,37,200.16
2025-06-07,20130,130,22,277,11,22,150.9
2025-07-11,20384,148,7,181,68,91,55.01
2025-01-16,20222,104,30,152,16,42,87.44
2025-10-18,20518,113,35,74,43,75,79.08
2024-07-08,20376,145,12,412,19,94,80.13
2024-05-20,20057,102,18,228,58,85,108.3
2024-11-30,20417,115,33,402,80,24,228.99
2024-10-29,20122,125,1,6,12,67,105.38
2025-11-12,20349,119,29,366,9,69,136.6
2024-10-02,20439,148,11,478,20,61,87.67
2026-01-09,20232,149,26,351,28,58,246.28
2025-06-16,20416,145,26,5,89,85,205.5
2024-05-08,20069,113,1,491,86,38,223.28
2024-04-15,20054,114,47,226,92,24,229.79
2025-10-11,20306,126,33,96,44,31,162.62
2026-01-17,20470,110,45,123,47,37,144.13
2024-09-27,20481,143,19,162,84,76,118.89
2026-02-20,20293,117,34,273,94,36,151.41
2025-11-15,20229,137,18,464,91,51,44.72
2024-05-11,20559,147,44,125,65,68,51.84
2024-10-16,20239,104,25,80,51,75,154.06
2024-06-27,20310,120,37,346,77,41,146.8
2024-12-11,20138,107,15,446,29,57,60.32
2026-03-05,20320,135,15,458,70,91,199.1
2026-03-05,20455,112,7,335,83,65,228.13
2024-07-24,20292,128,20,285,55,39,138.37
2024-04-25,20002,103,40,51,20,29,125.55
2025-07-13,20177,119,3,450,13,64,68.78
2025-01-25,20264,149,24,432,12,31,82.12
2026-01-30,20411,107,45,252,97,45,110.76
2025-02-27,20270,146,30,429,80,61,149.6
2025-09-01,20052,118,4,333,90,49,34.5
2025-04-20,20049,116,41,424,32,38,96.16
2024-04-26,20112,120,6,460,34,74,24.03
2025-01-26,20212,108,4,193,37,75,167.24
2025-10-03,20062,134,26,487,32,53,140.23
2025-10-22,20154,107,12,488,18,68,125.37
2026-02-16,20301,104,21,147,45,77,54.83
2024-04-04,20074,116,47,135,7,51,214.96
2025-04-22,20424,133,33,319,47,59,149.9
2025-11-26,20149,145,28,6,5,99,18.55
2025-09-24,20546,116,45,211,33,95,198.28
2025-03-20,20247,141,20,195,27,37,138.65
2024-08-26,20173,117,12,348,78,94,181.62
2024-11-01,20530,131,31,356,77,27,180.29
2026-02-10,20484,116,46,337,27,33,146.79
2025-08-03,20034,105,9,54,25,54,163.88
2025-05-08,20247,139,49,374,10,91,69.98
2025-01-22,20146,120,42,470,41,84,109.68
2024-05-29,20193,107,44,488,25,63,220.93
2024-08-03,20026,122,29,29,22,68,25.92
2025-04-22,20027,137,7,194,11,93,166.96
2025-05-15,20364,132,4,403,20,80,235.56
2025-07-20,20103,108,37,440,1,91,95.96
2024-10-08,20147,134,49,435,95,61,193.06
2024-11-14,20275,149,3,2,70,74,170.99
2026-02-14,20376,149,18,427,14,93,42.23
2024-08-24,20208,115,10,222,20,25,64.55
2025-07-22,20389,115,14,446,41,66,98.59
2025-12-31,20130,143,7,99,12,24,94.48
2025-10-25,20430,127,42,267,16,43,124.21
2026-01-30,20076,100,48,325,93,50,203.15
2024-12-13,20523,118,40,439,39,65,24.94
2026-01-26,20240,122,45,166,62,70,230.47
2024-06-16,20014,148,5,216,97,99,107.73
2025-10-25,20384,109,44,402,98,38,54.54
2024-06-19,20041,148,11,491,60,23,196.9
2024-10-25,20490,142,45,263,88,32,28.37
2025-10-26,20490,107,35,436,89,81,53.51
2024-11-29,20359,109,21,354,35,85,159.5
2024-12-02,20583,116,25,20,76,93,169.88
2025-02-19,20389,100,34,115,74,49,19.75
2025-11-14,20084,131,45,253,88,39,76.68
2026-01-11,20413,137,43,290,51,78,93.23
2024-07-18,20545,115,34,476,1,28,108.65
2026-01-14,20152,119,30,396,17,28,188.43
2025-10-11,20119,143,42,0,77,43,197.25
2024-04-23,20115,144,36,104,97,25,107.16
2024-06-27,20111,139,28,326,54,59,156.12
2025-10-18,20528,102,44,125,64,50,208.74
2024-10-20,20106,127,31,13,8,85,36.58
2024-03-20,20239,102,41,178,97,91,210.23
2024-12-03,20306,122,35,17,26,56,210.09
2024-04-26,20420,138,31,84,61,50,30.98
2025-10-06,20486,122,49,338,71,84,203.33
2024-08-27,20046,124,40,344,49,66,245.84
2025-05-16,20562,112,38,102,14,57,210.98
2024-04-12,20178,114,28,463,70,67,185.82
2024-08-26,20342,127,24,327,43,29,211.3
2026-02-13,20208,126,13,53,92,76,178.61
2026-01-09,20464,100,22,426,85,59,193.73
2024-08-08,20321,114,48,322,5,92,214.42
2024-10-20,20045,144,47,210,84,26,189.46
2025-03-20,20412,136,19,457,56,62,146.09
2024-12-30,20521,119,35,340,31,83,180.31
2024-03-16,20052,131,20,200,0,50,22.11
2024-05-02,20000,146,41,80,75,53,198.35
2024-06-18,20444,148,45,411,36,92,186.57
2024-06-14,20273,109,44,429,71,100,20.37
2025-12-23,20492,145,24,205,4,80,158.36
2024-12-22,20442,123,45,435,85,20,125.33
2024-08-22,20497,139,50,191,23,22,182.27
2026-01-17,20059,106,46,28,62,60,13.78
2024-08-01,20304,139,29,113,88,32,155.81
2025-03-05,20494,138,19,17,44,27,139.99
2025-09-01,20276,112,28,144,44,84,46.58
2025-08-22,20418,116,17,45,59,82,193.86
2025-05-14,20172,100,21,171,46,74,208.23
2024-10-26,20178,131,24,308,14,83,69.04
2025-12-25,20483,110,42,49,4,72,162.81
2025-04-07,20584,127,48,220,14,86,211.18
2024-12-08,20219,130,20,148,31,50,211.56
2025-12-12,20280,113,19,149,98,74,99.52
2024-07-22,20217,133,5,458,12,83,49.75
2025-04-09,20556,143,2,321,53,74,166.62
2025-10-29,20378,103,34,419,81,41,83.93
2025-01-23,20222,125,9,4,47,22,211.13
2025-02-03,20439,141,8,155,14,55,92.3
2024-12-07,20579,147,7,343,43,64,167.13
2025-05-17,20006,149,28,188,7,74,199.43
2025-12-01,20353,135,25,437,46,37,31.22
2024-07-12,20213,147,28,463,87,68,23.63
2024-10-07,20546,102,43,340,62,81,80.0
2026-01-02,20330,109,24,105,97,34,202.73
2025-03-31,20413,104,36,371,82,99,13.19
2025-12-15,20131,108,14,30,24,69,50.46
2024-06-23,20189,128,37,91,35,83,87.92
2025-01-21,20579,146,44,248,84,78,15.39
2025-05-01,20486,146,25,248,7,66,28.06
2025-09-17,20360,121,9,262,70,53,241.67
2024-11-14,20486,107,4,497,74,92,20.63
2024-04-30,20415,137,13,396,19,23,238.47
2024-09-10,20100,109,45,304,81,34,157.3
2025-09-08,20043,110,29,254,28,77,137.67
2025-08-27,20414,100,1,458,63,82,18.75
2025-04-25,20165,141,2,332,81,79,117.92
2024-04-29,20326,134,33,153,61,53,209.1
2024-04-05,20251,100,23,133,75,24,150.53
2024-10-21,20062,149,44,91,64,62,226.34
2025-04-13,20347,134,30,429,16,25,203.96
2025-12-29,20480,138,14,175,68,73,102.65
2025-04-13,20109,136,19,141,22,35,202.86
2024-08-16,20311,138,33,79,6,30,17.85
2024-07-29,20529,143,42,382,75,32,177.93
2025-03-15,20277,128,27,474,95,61,43.89
2024-06-24,20030,122,1,279,18,92,178.69
2024-08-04,20158,114,3,227,9,100,128.9
2025-10-17,20468,109,35,1,90,27,169.57
2024-06-13,20441,114,26,234,79,70,249.46
2025-09-28,20184,103,38,442,23,95,230.64
2025-10-03,20050,142,2,254,54,79,136.64
2024-06-10,20429,149,17,249,66,81,11.48
2024-06-06,20207,111,46,425,65,97,163.29
2025-12-20,20013,120,42,416,34,71,225.1
2024-11-01,20553,120,12,431,19,73,226.06
2024-12-10,20256,144,30,151,19,34,81.96
2026-01-27,20413,131,7,452,32,73,162.44
2026-01-05,20153,107,18,426,74,25,41.73
2025-04-09,20007,132,17,194,64,79,45.97
2024-07-17,20067,143,32,449,39,23,33.25
2024-06-13,20090,109,41,364,93,98,158.08
2025-10-01,20537,112,34,303,40,32,29.84
2026-02-14,20444,143,27,477,64,89,12.06
2024-07-21,20431,140,16,53,97,55,178.94
2025-07-13,20135,147,8,261,62,54,5.19
2024-12-09,20491,137,48,164,16,24,133.24
2024-03-25,20097,105,17,3,13,48,244.45
2024-11-15,20242,140,41,450,35,31,82.22
2025-10-20,20377,133,37,20,97,79,128.9
2025-12-24,20190,148,24,283,0,80,154.74
2024-05-22,20273,110,19,254,43,37,186.42
2024-06-23,20522,122,39,156,8,75,135.11
2024-06-08,20133,139,14,150,80,74,108.0
2025-06-06,20546,131,36,374,33,36,216.66
2025-01-31,20535,105,10,60,95,25,116.02
2024-08-04,20546,115,25,134,48,29,143.65
2025-06-19,20175,127,41,121,45,56,48.84
2025-08-20,20536,122,40,6,53,86,135.35
2025-03-10,20585,143,6,348,87,28,104.85
2026-02-19,20522,134,18,132,94,31,209.33
2025-07-23,20132,109,37,110,43,26,136.34
2024-04-28,20563,139,32,414,10,81,194.97
2025-11-11,20468,132,44,51,7,93,234.89
2025-05-11,20045,131,46,348,10,22,130.48
2024-07-07,20336,138,29,416,68,65,67.66
2024-12-13,20045,144,12,81,90,33,184.53
2024-06-24,20549,121,5,396,7,71,24.92
2024-12-10,20012,117,10,210,6,90,114.08
2024-09-12,20019,148,16,202,85,93,45.34
2024-11-25,20548,141,24,459,9,91,47.15
2024-07-19,20515,125,33,136,4,58,215.83
2025-03-26,20264,144,39,259,81,95,149.4
2025-09-03,20557,115,40,252,32,60,242.47
2024-09-01,20074,130,43,6,91,32,230.03
2025-10-19,20019,113,13,215,47,23,35.21
2025-09-01,20313,100,1,181,68,55,170.32
2024-08-17,20168,127,44,354,41,68,182.91
2024-07-02,20527,107,46,111,17,94,44.47
2024-05-13,20591,107,49,284,71,46,140.42
2026-01-06,20537,104,48,295,26,44,209.26
2025-08-10,20233,102,43,56,5,73,117.75
2024-10-23,20441,126,20,60,83,58,152.33
2025-06-24,20090,147,28,401,37,87,24.41
2024-08-03,20203,145,31,345,76,51,90.61
2025-01-28,20158,117,35,170,65,83,201.51
2025-08-04,20225,134,40,476,37,30,173.04
2024-03-27,20488,123,27,418,18,98,157.36
2025-02-21,20405,126,12,85,81,29,19.12
2024-08-12,20567,148,5,390,39,81,80.51
2025-11-28,20475,100,40,499,97,86,233.24
2025-01-21,20180,103,35,313,52,20,191.61
2025-01-10,20126,144,3,429,73,54,181.23
2025-06-19,20544,113,37,25,85,46,174.32
2024-08-23,20424,148,36,33,9,93,105.22
2025-11-30,20190,148,44,183,82,44,89.67
2025-04-25,20206,113,34,222,20,33,125.19
2025-08-24,20298,132,35,189,69,80,165.51
2025-12-02,20174,144,45,94,97,82,153.6
2024-12-05,20253,124,12,36,25,94,233.35
2024-07-17,20546,130,8,386,32,51,182.06
2026-01-14,20378,108,46,461,14,21,208.26
2026-02-09,20009,147,28,417,94,54,202.77
2024-05-09,20094,126,41,178,96,78,225.33
2024-08-18,20466,111,25,443,73,98,100.57
2024-11-19,20528,117,36,419,42,25,48.48
2025-05-29,20156,122,17,129,46,33,138.05
2024-05-09,20117,133,4,166,64,69,191.07
2025-11-20,20572,143,12,385,69,81,134.59
2025-02-02,20275,110,28,425,65,82,126.99
2025-04-14,20101,136,7,60,25,28,64.28
2025-12-07,20126,130,26,390,49,48,82.86
2024-03-25,20274,110,47,202,63,81,103.89
2026-01-21,20560,115,24,440,62,95,100.77
2024-05-02,20138,120,13,296,9,21,29.17
2024-09-24,20525,140,22,385,24,49,118.77
2025-03-02,20419,130,19,477,99,97,129.41
2026-01-02,20432,148,25,10,77,36,85.06
2024-07-03,20515,143,40,299,16,45,232.57
2025-02-07,20576,106,48,120,5,45,25.26
